AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_039640.1	1509842493	Thalamita sima 	15831	Thalamita sima	600356
NC_039641.1	1509842511	Belzebub intermedius 	16001	Belzebub intermedius	2306298
NC_039646.1	1509842747	Pseudocrangonyx daejeonensis	15069	Pseudocrangonyx daejeonensis	2038767
NC_039648.1	1509842860	Bothrops pubescens 	17694	Bothrops pubescens	1170827
NC_039649.1	1509842876	Bothrops diporus 	17642	Bothrops diporus	1107943
NC_039652.1	1511253678	Neolucanus maximus	16601	Neolucanus maximus	618182
NC_039656.1	1511253883	Pteromalus puparum 	18217	Pteromalus puparum	32389
NC_039657.1	1511258005	Hycleus cichorii	15847	Hycleus cichorii	1270216
NC_039658.1	1511253897	Tachaea chinensis	14616	Tachaea chinensis	1862870
NC_039659.1	1511253911	Triaenodes tardus	14963	Triaenodes tardus	763371
NC_039664.1	1511254114	Cacoplistes rogenhoferi 	16018	Cacoplistes rogenhoferi	2316737
NC_039665.1	1511254128	Meloimorpha japonica 	15880	Meloimorpha japonica	1109092
NC_039666.1	1511254142	Ornebius bimaculatus 	16136	Ornebius bimaculatus	2153490
NC_039667.1	1511254156	Ornebius kanetataki 	16589	Ornebius kanetataki	1980616
NC_039669.1	1511254170	Eudorcas thomsonii 	16761	Eudorcas thomsonii	69308
NC_039670.1	1511254184	Neotoma magister 	16310	Neotoma magister	85047
NC_039671.1	1511254198	Panulirus argus	15739	Panulirus argus	6737
NC_039686.1	1511254446	Budorcas taxicolor tibetana 	16665	Budorcas tibetana	3369737
NC_039687.1	1511254461	Plutella australiana 	15962	Plutella australiana	1405358
NC_039689.1	1511254491	Dichotomius schiffleri	14802	Dichotomius schiffleri	1534479
NC_039700.1	1511254711	Inflata indica	16150	Inflata indica	2483365
NC_039705.1	1511242363	Cyrtotrachelus buqueti	15035	Cyrtotrachelus buqueti	1892066
NC_039706.1	1511242377	Abscondita anceyi	16519	Abscondita anceyi	2307266
NC_039709.1	1511242565	Apis andreniformis	16694	Apis andreniformis	7464
NC_039710.1	1511242579	Ophraella communa	16553	Ophraella communa	38162
NC_039711.1	1511242593	Monolepta quadriguttata	16130	Monolepta quadriguttata	1254971
NC_039712.1	1511242607	Aulacophora lewisii	15691	Aulacophora lewisii	226735
NC_039713.1	1511242621	Ichthyoxenos japonensis	15440	Ichthyoxenos japonensis	2033261
NC_039715.1	1511242649	Appias remedios 	15118	Appias remedios	2315757
NC_039716.1	1511242663	Ephestia elutella 	15346	Ephestia elutella	1373157
NC_039717.1	1511242677	Macropus fuliginosus 	16881	Macropus fuliginosus	9316
NC_039723.1	1511242865	Oligoryzomys stramineus	16314	Oligoryzomys stramineus	218826
NC_039736.1	1511243906	Asio otus	17555	Asio otus	111810
NC_039739.1	1511244823	Ornebius fuscicercis 	16368	Ornebius fuscicerci	2153492
NC_039741.1	1511244837	Idiocerus laurifoliae 	16811	Idiocerus laurifoliae	2316739
NC_039758.1	1511245839	Mantella baroni 	20945	Mantella baroni	143518
NC_039764.1	1511246261	Somena scintillans 	15410	Somena scintillans	1706520
NC_039765.1	1511246275	Haemaphysalis hystricis	14716	Haemaphysalis hystricis	1155000
NC_039770.1	1511246485	Geospiza magnirostris 	16798	Geospiza magnirostris	48885
NC_039771.1	1511246499	Mantispa japonica 	16106	Mantispa japonica	2448033
NC_039772.1	1511246513	Eumantispa harmandi 	15741	Eumantispa harmandi	1593348
NC_039773.1	1511246527	Euclimacia badia 	15899	Euclimacia badia	2448034
NC_039810.1	1511249270	Grammodes geometrica 	15728	Grammodes geometrica	1892586
NC_039813.1	1511249394	Sperchon plumifer	14646	Sperchon plumifer	2047715
NC_039818.1	1511249695	Lanius tigrinus 	16817	Lanius tigrinus	466050
NC_039823.1	1511249836	Nemorilla maculosa 	16638	Nemorilla maculosa	1381551
NC_039824.1	1511249850	Exorista civilis 	15376	Exorista civilis	526113
NC_039826.1	1511249951	Sarcophaga dux 	15731	Sarcophaga dux	321200
NC_039827.1	1511249965	Sarcophaga antilope 	15196	Sarcophaga antilope	411868
NC_039828.1	1511249979	Rhipicentor nuttalli	14779	Rhipicentor nuttalli	72856
NC_039829.1	1511249993	Ornithodoros turicata	14458	Ornithodoros turicata	34597
NC_039839.1	1511250488	Solenaia rivularis	16613	Parvasolenaia rivularis	1491190
NC_039840.1	1511250502	Dendrolimus houi	15381	Dendrolimus houi	765132
NC_039841.1	1511250516	Dendrolimus superans	15417	Dendrolimus superans	420590
NC_039842.1	1511250530	Falco amurensis 	17464	Falco amurensis	495945
NC_039848.1	1511250846	Callistoctopus luteus 	15961	Callistoctopus luteus	3701173
NC_039849.1	1511250860	Semibalanus balanoides 	15119	Semibalanus balanoides	94630
NC_039861.1	1511251588	Chalinga pratti	15290	Chalinga pratti	351435
NC_039864.1	1511251630	Tacola eulimene	15669	Tacola eulimene	1524811
NC_039867.1	1511251672	Limenitis elwesi	15214	Limenitis elwesi	1047112
NC_039872.1	1511251742	Athyma punctata	15240	Athyma punctata	1524813
NC_039875.1	1511251785	Parasarpa albomaculata	15272	Limenitis albomaculata	1526560
NC_039882.1	1511251883	Auzakia danava	15367	Auzakia danava	470265
NC_039883.1	1511251897	Athyma ranga	15265	Athyma ranga	412143
NC_039887.1	1511251953	Tacola larymna	15503	Tacola larymna	2482827
NC_039888.1	1511251967	Anser albifrons frontalis 	16740	Anser albifrons frontalis	184919
NC_039921.1	1526689718	Peromyscus maniculatus bairdii	16322	Peromyscus maniculatus bairdii	230844
NC_039922.1	1526689732	Conus betulinus	16240	Conus betulinus	89764
NC_039923.1	1526689746	Cervus elaphus kansuensis	16430	Cervus elaphus kansuensis	84700
NC_039940.1	1526690858	Periplaneta brunnea 	15604	Validiblatta brunnea	36976
NC_039946.1	1526691087	Apostictopterus fuliginosus 	15417	Apostictopterus fuliginosus	2485974
NC_039947.1	1526691101	Barca bicolor 	15574	Barca bicolor	2485976
NC_039948.1	1526691115	Suhpalacsa longialata 	15911	Suhpalacsa longialata	2485742
NC_039949.1	1526691129	Orancistrocerus aterrimus 	17972	Orancistrocerus aterrimus	2485977
NC_039950.1	1526691143	Rhyticeros undulatus 	17842	Rhyticeros undulatus	866438
NC_039951.1	1526691157	Cerithidea obtusa	15708	Cerithidea obtusa	496816
NC_039962.1	1526692041	Arcyptera meridionalis 	15776	Arcyptera meridionalis	864168
NC_039963.1	1526692055	Clemelis pullata 	15225	Clemelis pullata	1918223
NC_039964.1	1526692069	Pleoticus muelleri 	16189	Pleoticus muelleri	445213
NC_039966.1	1526692169	Mongoloniscus sinensis	16018	Mongoloniscus sinensis	1783568
NC_039981.1	1526693370	Xiphidiopsis gurneyi 	16225	Xiphidiopsis gurneyi	2486768
NC_039982.1	1526693384	Freyastera benthophila	16175	Freyastera benthophila	556872
NC_039987.1	1526693647	Ochotona koslowi 	16909	Ochotona koslowi	130835
NC_039988.1	1526693661	Aphis fabae mordvilkoi 	15346	Aphis fabae mordvilkoi	262473
NC_039990.1	1526693766	Parasesarma affine 	15638	Parasesarma affine	1550548
NC_040107.1	1535788915	Stereobalanus canadensis 	17366	Stereobalanus canadensis	560612
NC_040108.1	1535788929	Schizocardium brasiliense 	15416	Schizocardium brasiliense	1443243
NC_040109.1	1535788943	Glossobalanus marginatus 	16827	Glossobalanus marginatus	1443200
NC_040114.1	1535789291	Cosmoscarta bispecularis 	15024	Cosmoscarta bispecularis	798355
NC_040115.1	1535789305	Cosmoscarta dorsimacula 	15677	Cosmoscarta dorsimacula	797793
NC_040118.1	1535789413	Chiroteuthis picteti 	20851	Chiroteuthis picteti	1977381
NC_040119.1	1535789432	Roisinitermes ebogoensis 	15933	Roisinitermes ebogoensis	2483479
NC_040120.1	1535789446	Simulium maculatum 	15799	Simulium maculatum	2483477
NC_040123.1	1535789633	Tremex columba	16397	Tremex columba	222809
NC_040124.1	1535789647	Portunus gracilimanus 	15990	Lupocycloporus gracilimanus	412131
NC_040139.1	1535790730	Metapenaeopsis barbata 	15973	Metapenaeopsis barbata	84688
NC_040140.1	1535790744	Penaeus latisulcatus 	15971	Penaeus latisulcatus	161925
NC_040142.1	1535790845	Cacatua pastinator 	19041	Cacatua pastinator	986097
NC_040145.1	1535791023	Ophioplinthus gelida	18387	Ophioplinthus gelida	696348
NC_040146.1	1535791037	Astrotoma agassizii	16464	Astrotoma agassizii	462866
NC_040147.1	1535791051	Gorgonocephalus chilensis	16361	Gorgonocephalus chilensis	1258644
NC_040148.1	1535791065	Ophioceres incipiens	18107	Ophioceres incipiens	1815129
NC_040149.1	1535791079	Ophionotus victoriae	15932	Ophionotus victoriae	667017
NC_040150.1	1535791093	Ophioplinthus brevirima	15967	Ophioplinthus brevirima	1795459
NC_040151.1	1535791107	Ophiosteira antarctica	16979	Ophiosteira antarctica	2053238
NC_040154.1	1535791457	Eolophus roseicapillus 	18982	Eolophus roseicapilla	176039
NC_040161.1	1535792032	Hydrodamalis gigas 	16872	Hydrodamalis gigas	63631
NC_040290.1	1567481340	Oenanthe isabellina 	16812	Oenanthe isabellina	358819
NC_040292.1	1567481465	Nycticebus coucang insularis 	16765	Nycticebus coucang insularis	2020906
NC_040301.1	1567482600	Ceratophyllus wui 	18081	Ceratophyllus wui	2505953
NC_040850.1	1573131500	Lophophorus impejanus 	16709	Lophophorus impejanus	9040
NC_040855.1	1573131768	Heterocarpus ensifer 	15939	Heterocarpus ensifer	291066
NC_040856.1	1573131782	Bitias brevis 	15891	Bitias brevis	2511427
NC_040902.1	1579200795	Gallus gallus spadiceus	16784	Gallus gallus spadiceus	208524
NC_040919.1	1583103306	Rattus nitidus 	16297	Rattus nitidus	508668
NC_040921.1	1583103405	Triodia sylvina 	15040	Triodia sylvina	537462
NC_040922.1	1583103419	Mobula tarapacana	15686	Mobula tarapacana	495869
NC_040931.1	1583107738	Myllocerinus aurolineatus	17762	Myllocerinus aurolineatus	2527849
NC_040940.1	1583104520	Buccinum undatum	15265	Buccinum undatum	37541
NC_040956.1	1583105633	Rhagologus leucostigma 	17044	Rhagologus leucostigma	156170
NC_040968.1	1583106462	Benthodytes marianensis	17567	Benthodytes marianensis	2502088
NC_040969.1	1583106476	Partulina redfieldi	16879	Partulina redfieldi	115954
NC_040973.1	1583106517	Patania inferior 	15348	Nagiella inferior	2714746
NC_040974.1	1583106531	Xizicus maculatus 	16358	Xizicus maculatus	2516859
NC_040976.1	1583106559	Metaplax longipes	16305	Metaplax longipes	1550546
NC_040977.1	1583106573	Nanosesarma minutum	15637	Nanosesarma minutum	1041455
NC_040987.1	1583106953	Euphausia superba 	16591	Euphausia superba	6819
NC_040990.1	1583107091	Calidris ruficollis 	16860	Calidris ruficollis	272047
NC_040991.1	1583107105	Yuhina nigrimenta 	17817	Yuhina nigrimenta	181639
NC_041001.1	1583107591	Holbrookia lacerata 	16705	Holbrookia lacerata	107380
NC_041069.1	1593548732	Sarcophaga ruficornis 	14938	Sarcophaga ruficornis	128968
NC_041070.1	1593548746	Oxysarcodexia avuncula 	14997	Oxysarcodexia avuncula	670593
NC_041071.1	1593548760	Oxysarcodexia terminalis 	15613	Oxysarcodexia terminalis	1735648
NC_041072.1	1593548774	Oxysarcodexia thornax 	15237	Oxysarcodexia thornax	1240423
NC_041073.1	1593548788	Oxysarcodexia varia 	15261	Oxysarcodexia varia	651708
NC_041075.1	1593548887	Dolichoderus sibiricus 	16086	Dolichoderus sibiricus	609446
NC_041076.1	1593548901	Haemaphysalis bancrofti	14673	Haemaphysalis bancrofti	2056420
NC_041077.1	1593548915	Peckia resona	15122	Peckia resona	2506475
NC_041078.1	1593548929	Peckia australis	15205	Peckia australis	2506474
NC_041079.1	1593548943	Peckia collusor	15233	Peckia collusor	670643
NC_041083.1	1593549175	Liriomyza chinensis 	16175	Liriomyza chinensis	237616
NC_041084.1	1593549189	Gigantometra gigas	15348	Gigantometra gigas	95701
NC_041086.1	1593549258	Ixodes tasmani	15227	Ixodes tasmani	59654
NC_041089.1	1593549443	Hydrotaea chalcogaster 	15279	Hydrotaea chalcogaster	1816462
NC_041090.1	1593549457	Trouessartia rubecula	14125	Trouessartia rubecula	474308
NC_041095.1	1593549692	Turdus kessleri 	16754	Turdus kessleri	411522
NC_041096.1	1593549706	Geochelone elegans	16446	Geochelone elegans	180179
NC_041100.1	1593549864	Muntiacus feae	16355	Muntiacus feae	71855
NC_041101.1	1593549878	Zophobas atratus	15494	Zophobas atratus	7074
NC_041105.1	1593550167	Scopura longa 	15798	Scopura longa	2508260
NC_041106.1	1593550181	Hydrillodes lentalis 	15570	Hydrillodes lentalis	2508092
NC_041107.1	1593550195	Pentacheles validus 	16079	Pentacheles validus	2508670
NC_041109.1	1593550283	Anthus richardi 	16871	Anthus richardi	45799
NC_041111.1	1593550385	Cardellina canadensis 	16807	Cardellina canadensis	182910
NC_041112.1	1593550399	Clania variegata	15660	Eumeta variegata	1368026
NC_041118.1	1593550633	Charadrius alexandrinus 	16905	Anarhynchus alexandrinus	50392
NC_041121.1	1593550748	Dendrocopos canicapillus 	16843	Yungipicus canicapillus	367950
NC_041123.1	1593550851	Sitotroga cerealella 	15312	Sitotroga cerealella	347735
NC_041140.1	1593552162	Clostera anastomosis 	15390	Clostera anastomosis	300245
NC_041141.1	1593552176	Trochalopteron milnei 	17871	Trochalopteron milnei	1743383
NC_041142.1	1593552190	Pomacea diffusa	16373	Pomacea diffusa	453592
NC_041143.1	1593552204	Eristalis tenax 	15996	Eristalis tenax	198635
NC_041144.1	1593552218	Uropsilus andersoni 	16528	Uropsilus andersoni	182668
NC_041145.1	1593552232	Blarinella wardi 	16951	Blarinella wardi	1159883
NC_041147.1	1593552331	Isopachys gyldenstolpei 	17210	Isopachys gyldenstolpei	448961
NC_041148.1	1593552345	Parnassius apollonius 	15381	Parnassius apollonius	213916
NC_041151.1	1593552517	Alpheus inopinatus	15789	Alpheus inopinatus	2302678
NC_041152.1	1593552531	Gebiacantha plantae	16771	Gebiacantha plantae	576652
NC_041153.1	1593552545	Ibacus alticrenatus	15762	Ibacus alticrenatus	762106
NC_041154.1	1593552559	Ombrastacoides huonensis 	17559	Ombrastacoides huonensis	217112
NC_041155.1	1593552573	Puerulus angulatus	15688	Puerulus angulatus	198227
NC_041156.1	1593552587	Remiarctus bertholdii	15807	Remiarctus bertholdii	1104393
NC_041157.1	1593552601	Thalassina squamifera 	15532	Thalassina squamifera	576635
NC_041158.1	1593552615	Upogebia bowerbankii	15836	Upogebia bowerbankii	2302679
NC_041160.1	1593552714	Nyctalus plancyi 	17494	Nyctalus plancyi	375553
NC_041162.1	1593552823	Glossaulax reiniana	15254	Glossaulax reiniana	2510774
NC_041165.1	1593553006	Gavia arctica 	17066	Gavia arctica	57069
NC_041169.1	1593553204	Macrohaltica subplicata	15840	Macrohaltica subplicata	294679
NC_041170.1	1593553218	Chaetocnema pelagica	16331	Chaetocnema pelagica	1425542
NC_041172.1	1593553318	Henosepilachna vigintioctopunctata	17057	Henosepilachna vigintioctopunctata	420089
NC_041176.1	1593553935	Encyrtus infelix	15698	Encyrtus infelix	355422
NC_041196.1	1593555256	Chromodoris orientalis	14266	Chromodoris orientalis	499925
NC_041197.1	1593555270	Artamus cinereus 	16896	Artamus cinereus	335548
NC_041198.1	1593555284	Greenidea psidii	16202	Greenidea psidii	527655
NC_041211.1	1593556259	Neoeriocheir leptognathus 	16143	Neoeriocheir leptognathus	215781
NC_041212.1	1593556273	Chiromantes dehaani 	15917	Orisarma dehaani	559491
NC_041236.1	1600726432	Xenogryllus marmoratus	15762	Xenogryllus marmoratus	323499
NC_041237.1	1600726446	Sitona obsoletus	17003	Sitona obsoletus	1541163
NC_041242.1	1600726804	Precis andremiaja 	15239	Precis andremiaja	311042
NC_041243.1	1600726818	Salamis anteva 	15201	Salamis anteva	311130
NC_041251.1	1600727180	Hydrobates castro 	17065	Oceanodroma castro	126871
NC_041257.1	1600727585	Psittacara leucophthalmus 	16966	Psittacara leucophthalmus	178885
NC_041282.1	1600729632	Elseya irwini	16480	Elseya irwini	321139
NC_041283.1	1600729646	Elseya lavarackorum	16485	Elseya lavarackorum	321138
NC_041284.1	1600729660	Chelodina novaeguineae	16510	Chelodina novaeguineae	200900
NC_041285.1	1600729674	Chelodina burrungandjii	16520	Chelodina burrungandjii	665103
NC_041286.1	1600729688	Chelodina canni	16503	Chelodina canni	742143
NC_041287.1	1600729702	Elseya albagula	16441	Elseya albagula	904184
NC_041288.1	1600729716	Elseya dentata	16439	Elseya dentata	44497
NC_041289.1	1600729730	Elseya novaeguineae	16443	Elseya novaeguineae	904238
NC_041290.1	1600729744	Elseya schultzei	16447	Elseya schultzei	2080844
NC_041291.1	1600729758	Chelodina colliei	16508	Chelodina colliei	1576368
NC_041292.1	1600729772	Chelodina steindachneri	16599	Chelodina steindachneri	2080851
NC_041302.1	1600730549	Emydura macquarii	16470	Emydura macquarii	90392
NC_041303.1	1600730563	Kogia sima 	16403	Kogia sima	9752
NC_041304.1	1600730577	Narosa nigrisigna 	15292	Narosa nigrisigna	2529979
NC_041307.1	1600730741	Umbonium thomasi	15998	Umbonium thomasi	307063
NC_041310.1	1600730847	Nassarius conoidalis	15332	Nassarius conoidalis	1088895
NC_041311.1	1600730861	Nassarius pullus	15278	Nassarius pullus	1088896
NC_041412.1	1610616723	Dasyhippus barbipes 	16111	Dasyhippus barbipes	1385936
NC_041422.1	1610617534	Otus sunia 	17835	Otus sunia	257818
NC_041423.1	1610617551	Podagricomela nigricollis	16756	Podagricomela nigricollis	2528270
NC_041425.1	1610617656	Macromia daimoji 	15198	Macromia daimoji	1168648
NC_041426.1	1610617671	Pseudis tocantins 	15564	Pseudis tocantins	428384
NC_041450.1	1610619329	Styracaster yapensis	16360	Styracaster yapensis	2038754
NC_041486.1	1610622438	Elephantulus edwardii 	16552	Elephantulus edwardii	28737
NC_041524.1	1610625318	Crotalus adamanteus 	17242	Crotalus adamanteus	8729
NC_041545.1	1610627096	Nassarius sinarus	15325	Nassarius sinarum	1541843
NC_041546.1	1610627111	Nassarius foveolatus	15343	Nassarius foveolatus	1929945
NC_041547.1	1610627126	Nassarius javanus	15325	Nassarius javanus	1246589
NC_041548.1	1610627141	Nassarius jacksonianus	15234	Nassarius jacksonianus	1406389
NC_041549.1	1610627156	Polyplacotoma mediterranea	23462	Polyplacotoma mediterranea	2283839
NC_041638.1	1610634751	Myotis frater 	17089	Myotis frater	187012
NC_041639.1	1610634767	Ectophylla alba 	16656	Ectophylla alba	148036
NC_041650.1	1610635498	Magicicada septendecim	14436	Magicicada septendecim	44679
NC_041651.1	1610635513	Magicicada neotredecim	14435	Magicicada neotredecim	145348
NC_041652.1	1610635529	Magicicada tredecim	14435	Magicicada tredecim	52805
NC_041653.1	1610635545	Magicicada cassini	14713	Magicicada cassinii	38086
NC_041654.1	1610635561	Magicicada tredecassini	14864	Magicicada tredecassini	52804
NC_041655.1	1610635577	Magicicada septendecula	14453	Magicicada septendecula	44680
NC_041656.1	1610635592	Magicicada tredecula	14453	Magicicada tredecula	52806
NC_041657.1	1610635608	Palesisa nudioculata 	16476	Palesisa nudioculata	2547802
NC_041658.1	1610635624	Piranga roseogularis	16782	Piranga roseogularis	63521
NC_041659.1	1610635639	Piranga rubra	16805	Piranga rubra	36733
NC_041660.1	1610635654	Piranga lutea	16803	Piranga lutea	2269080
NC_041661.1	1610635670	Piranga flava	16814	Piranga flava	63518
NC_041662.1	1610635685	Piranga hepatica	16806	Piranga hepatica	2269079
NC_041663.1	1610635700	Piranga olivacea	16810	Piranga olivacea	62086
NC_041664.1	1610635716	Piranga ludoviciana	16804	Piranga ludoviciana	63520
NC_041665.1	1610635732	Piranga bidentata	16808	Piranga bidentata	63517
NC_041666.1	1610635747	Piranga erythrocephala	16802	Piranga erythrocephala	62085
NC_041667.1	1610635762	Piranga rubriceps	16809	Piranga rubriceps	63522
NC_041668.1	1610635778	Piranga leucoptera	16795	Piranga leucoptera	63519
NC_041669.1	1610635795	Alcidodes juglans	15638	Alcidodes juglans	2530216
NC_042142.1	1642517122	Chiromantes haematocheir 	15899	Chiromantes haematocheir	151164
NC_042147.1	1642518074	Artemia sinica 	15689	Artemia sinica	112780
NC_042150.1	1642518414	Cydalima perspectalis 	15232	Glyphodes perspectalis	1078807
NC_042151.1	1642518428	Aristobia reticulator	15838	Aristobia reticulator	2570686
NC_042152.1	1642518442	Metopograpsus frontalis 	15587	Metopograpsus frontalis	1036996
NC_042169.1	1642519628	Bullacta exarata	13872	Bullacta caurina	2510888
NC_042173.1	1642520075	Metapenaeus joyneri 	16008	Metapenaeus joyneri	290888
NC_042179.1	1642520510	Saccharosydne procerus 	16031	Saccharosydne procerus	871471
NC_042180.1	1642520524	Sogatella vibix 	16554	Sogatella vibix	2138606
NC_042191.1	1642521191	Culicicapa ceylonensis 	16851	Culicicapa ceylonensis	107203
NC_042196.1	1642522046	Sorex minutissimus 	17038	Sorex minutissimus	62274
NC_042198.1	1642522394	Callispa bowringii	17060	Callispa bowringii	2558238
NC_042199.1	1642522478	Antarctoperla michaelseni 	16069	Antarctoperla michaelseni	1778585
NC_042200.1	1642522572	Neuroperla schedingi 	16882	Neuroperla schedingi	466754
NC_042205.1	1642523347	Diamphipnoa annulata 	14882	Diamphipnoa annulata	2559291
NC_042206.1	1642523504	Neonemura barrosi 	14852	Neonemura barrosi	1777198
NC_042207.1	1642523518	Rhopalopsole bulbifera 	15599	Rhopalopsole bulbifera	1926546
NC_042208.1	1642523768	Etisus anaglyptus 	16435	Etisus anaglyptus	903655
NC_042214.1	1642523927	Astictopterus jama 	15430	Astictopterus jama	509348
NC_042215.1	1642523941	Isoteinon lamprospilus 	15430	Isoteinon lamprospilus	218737
NC_042216.1	1642523955	Notocrypta curvifascia 	15546	Notocrypta curvifascia	218742
NC_042217.1	1642523969	Mesoplodon mirus 	16342	Mesoplodon mirus	52113
NC_042218.1	1642523983	Mesoplodon bidens 	16347	Mesoplodon bidens	48745
NC_042226.1	1642524534	Rana temporaria 	16061	Rana temporaria	8407
NC_042240.1	1642525419	Paralithodes platypus 	16883	Paralithodes platypus	273748
NC_042247.1	1642525859	Rheodytes leukops	16460	Rheodytes leukops	44528
NC_042256.1	1642526374	Carcharhinus falciformis 	16677	Carcharhinus falciformis	202609
NC_042258.1	1642526459	Hoplobatrachus chinensis x Hoplobatrachus rugulosus 	20282	Hoplobatrachus chinensis x Hoplobatrachus rugulosus	2547344
NC_042379.1	1678639938	Gyrostigma rhinocerontis 	15826	Gyrostigma rhinocerontis	2583772
NC_042380.1	1678639952	Hystrichopsylla weida qinlingensis 	17173	Hystrichopsylla weida qinlingensis	2583743
NC_042397.1	1678641010	Malayopython reticulatus 	17641	Malayopython reticulatus	1496311
NC_042401.1	1678641279	Austruca lactea 	15659	Austruca lactea	78088
NC_042412.1	1678641800	Pagurus nigrofascia 	15423	Pagurus nigrofascia	1929472
NC_042414.1	1678641830	Montifringilla henrici 	16924	Montifringilla henrici	2557930
NC_042419.1	1678642036	Reticulitermes leptomandibularis 	15920	Reticulitermes leptomandibularis	408595
NC_042429.1	1678642552	Adrisa magna 	15935	Adrisa magna	1289575
NC_042430.1	1678642566	Pyrrhopeplus posthumus 	16192	Pyrrhopeplus posthumus	696249
NC_042431.1	1678642580	Pyrrhopeplus carduelis 	16762	Pyrrhopeplus carduelis	1928078
NC_042432.1	1678642594	Physopelta slanbuschii 	16502	Physopelta slanbuschii	1768093
NC_042433.1	1678642608	Physopelta cincticollis 	16191	Physopelta cincticollis	238656
NC_042434.1	1678642622	Melamphaus rubrocinctus 	16828	Melamphaus rubrocinctus	238647
NC_042435.1	1678642636	Melamphaus faber 	17250	Melamphaus faber	702479
NC_042436.1	1678642650	Euscopus rufipes 	16355	Euscopus rufipes	1906784
NC_042437.1	1678642664	Dysdercus evanescens 	15776	Dysdercus evanescens	941346
NC_042438.1	1678642678	Dysdercus decussatus 	16513	Dysdercus decussatus	1577203
NC_042439.1	1678642692	Dindymus rubiginosus 	16213	Dindymus rubiginosus	1906767
NC_042440.1	1678642706	Antilochus russus 	15924	Antilochus russus	1768094
NC_042441.1	1678642720	Antilochus coquebertii 	15970	Antilochus coquebertii	1577200
NC_042442.1	1678642734	Psolodesmus mandarinus 	15176	Psolodesmus mandarinus	193280
NC_042445.1	1678642921	Labriocimbex sinicus (nomen nudum) 	15405	Labriocimbex sinicus	2358206
NC_042469.1	1678644985	Cuneopsis capitata	15845	Pseudocuneopsis capitata	2856828
NC_042470.1	1678644999	Schistodesmus lampreyanus	15855	Schistodesmus lampreyanus	165458
NC_042471.1	1678645013	Cuneopsis heudei	15892	Cuneopsis heudei	232579
NC_042472.1	1678645027	Acuticosta chinensis	15652	Acuticosta chinensis	232576
NC_042473.1	1678645041	Emydura victoriae	16447	Emydura victoriae	578127
NC_042474.1	1678645055	Myuchelys georgesi	16490	Myuchelys georgesi	1041117
NC_042475.1	1678645069	Myuchelys latisternum	16485	Myuchelys latisternum	1041116
NC_042476.1	1678645083	Emydura tanybaraga	16442	Emydura tanybaraga	742145
NC_042497.1	1679362837	Alvinocaris longirostris	16022	Alvinocaris longirostris	337181
NC_042500.1	1679362876	Gonioctena intermedia	18293	Gonioctena intermedia	63691
NC_042501.1	1679362890	Bombina bombina 	17154	Bombina bombina	8345
NC_042502.1	1679362904	Ectopistes migratorius	17026	Ectopistes migratorius	187118
NC_042504.1	1679362932	Scoliodon laticaudus 	16695	Scoliodon laticaudus	210639
NC_042604.1	1682360029	Moschus leucogaster 	16431	Moschus leucogaster	68414
NC_042676.1	1693286236	Camponotus concavus 	16357	Camponotus concavus	605056
NC_042677.1	1693286256	Micromus angulatus 	16153	Micromus angulatus	1230847
NC_042678.1	1693286277	Ectomomyrmex javanus 	15512	Ectomomyrmex javanus	2571052
NC_042679.1	1693286303	Tetraphleps aterrimus	15803	Tetraphleps aterrimus	452413
NC_042682.1	1693286520	Panstrongylus rufotuberculatus 	16331	Panstrongylus rufotuberculatus	156443
NC_042685.1	1693286586	Pseudohelice subquadrata	16898	Pseudohelice subquadrata	456398
NC_042687.1	1693286699	Notospermus geniculatus	15180	Notospermus geniculatus	416868
NC_042689.1	1693286824	Acisoma panorpoides 	15742	Acisoma panorpoides	342762
NC_042691.1	1693286861	Tramea virginia 	15321	Tramea virginia	410888
NC_042694.1	1693287109	Blarina hylophaga	16755	Blarina hylophaga	183659
NC_042695.1	1693287135	Ovalipes punctatus 	16084	Ovalipes punctatus	331408
NC_042712.1	1693288667	Bactrocera biguttula 	15829	Bactrocera biguttula	758596
NC_042723.1	1693289416	Macropsis notata	16323	Macropsis notata	1159701
NC_042732.1	1693289890	Orthetrum melania 	15715	Orthetrum melania	257707
NC_042734.1	1693289925	Blarina brevicauda	16919	Blarina brevicauda	9387
NC_042738.1	1693290071	Amphiura digitula	16291	Amphiura digitula	2588555
NC_042741.1	1693290266	Pisaster ochraceus	16376	Pisaster ochraceus	7612
NC_042749.1	1693290883	Pantherina griselda	16968	Parablarinella griselda	3370481
NC_042750.1	1693290901	Blarinella cf. quadraticauda	17130	Blarinella cf. quadraticauda KIZ AL11069	2588393
NC_042759.1	1693291206	Sarcophaga princeps 	15981	Sarcophaga princeps	411872
NC_042761.1	1693291313	Steno bredanensis	16386	Steno bredanensis	46167
NC_042762.1	1693291332	Crocidura fuliginosa 	16967	Crocidura fuliginosa	61090
NC_042764.1	1693291444	Dermacentor everestianus	15191	Dermacentor everestianus	1167514
NC_042768.1	1693291682	Andrena chekiangensis 	15804	Andrena chekiangensis	2572772
NC_042770.1	1693291723	Fucellia costalis 	16175	Fucellia costalis	2572569
NC_042779.1	1693292236	Gasterophilus haemorrhoidalis 	14854	Gasterophilus haemorrhoidalis	170933
NC_042780.1	1693292258	Gasterophilus inermis 	14854	Gasterophilus inermis	2320694
