AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
NC_082078.1	2577867534	Streptosarcina costaricana	199199	Streptosarcina costaricana	2058783
NC_082175.1	2577872979	Palisada intermedia	172793	Palisada intermedia	397057
NC_082194.1	2577873765	Meringosphaera mediterranea	83372	Meringosphaera mediterranea	2837474
NC_082854.1	2587927820	Laurencia catarinensis	171833	Laurencia catarinensis	197326
NC_082855.1	2587928031	Corynecladia elata	176465	Corynecladia elata	3101723
NC_082856.1	2587928246	Laurencia obtusa	172020	Laurencia obtusa	137763
NC_082858.1	2587928552	Gloiopeltis furcata	177606	Gloiopeltis furcata	42017
NC_084208.1	2627907483	Bangia fuscopurpurea	196746	Bangia fuscopurpurea	101920
NC_084248.1	2627910286	Grateloupia asiatica	189389	Grateloupia asiatica	151735
NC_084249.1	2627910491	Polyopes affinis	196173	Polyopes affinis	194519
NC_084250.1	2627910691	Pachymeniopsis lanceolata	192611	Pachymeniopsis lanceolata	151733
NC_084290.1	2627912786	Rhodochorton tenue	192037	Rhodochorton tenue	173034
NC_084366.1	2627915508	Lessonia nigrescens	130317	Lessonia nigrescens	209404
NC_085234.1	2666677299	Undaria peterseniana	130404	Undaria peterseniana	112507
NC_085293.1	2666679789	Agarum clathratum	130296	Agarum clathratum	105404
NC_085294.1	2666679932	Analipus japonicus	130377	Analipus japonicus	31333
NC_085295.1	2666680073	Aureophycus aleuticus	130110	Aureophycus aleuticus	461266
NC_085296.1	2666680216	Chorda asiatica	130219	Chorda asiatica	1281577
NC_085297.1	2666680359	Choristocarpus tenellus	120428	Choristocarpus tenellus	116065
NC_085298.1	2666680497	Cutleria multifida	125684	Cutleria multifida	74475
NC_085299.1	2666680638	Cymathaere triplicata	130676	Cymathaere triplicata	309354
NC_085300.1	2666680781	Desmarestia aculeata	126681	Desmarestia aculeata	62298
NC_085301.1	2666680921	Dictyoneurum californicum	130588	Dictyoneurum californicum	169784
NC_085302.1	2666681063	Dictyotopsis propagulifera	122892	Dictyotopsis propagulifera	670095
NC_085303.1	2666681204	Ecklonia cava	130837	Ecklonia cava	105407
NC_085304.1	2666681346	Eisenia bicyclis	130972	Eisenia bicyclis	6395
NC_085305.1	2666681488	Halosiphon tomentosus	128949	Halosiphon tomentosus	64927
NC_085306.1	2666681630	Hedophyllum nigripes	130554	Hedophyllum nigripes	2724434
NC_085307.1	2666681772	Lessonia variegata	130340	Lessonia variegata	549686
NC_085308.1	2666681914	Phaeostrophion irregulare	127617	Phaeostrophion irregulare	243268
NC_085309.1	2666682056	Pleurophycus gardneri	130987	Pleurophycus gardneri	309362
NC_085310.1	2666682198	Scytothamnus australis	129788	Scytothamnus australis	66621
NC_085311.1	2666682339	Sporochnus bolleanus	129556	Sporochnus bolleanus	461143
NC_085312.1	2666682479	Microzonia abyssicola	130899	Microzonia abyssicola	217214
NC_086652.1	2692945063	Ascoseira mirabilis	132843	Ascoseira mirabilis	76830
NC_086653.1	2692945203	Papenfussiella kuromo	134350	Papenfussiella kuromo	185805
NC_086871.1	2692957024	Anunuuluaehu liula	206705	Anunuuluaehu liula	3049639
NC_086886.1	2692958229	Cocconeiopsis kantsiensis	140508	Cocconeiopsis kantsiensis	3082010
NC_087870.1	2715320180	Ecklonia maxima	130900	Ecklonia maxima	428677
NW_017385168.1	1085008343	Plasmodium gaboni	29387	Plasmodium gaboni	647221
NW_017962150.1	1145264747	Plasmodium reichenowi	24235	Plasmodium reichenowi	5854
NW_021629666.1	1620958944	Plasmodium gonderi	34515	Plasmodium gonderi	77519
NW_021703914.1	1673128088	Besnoitia besnoiti	35142	Besnoitia besnoiti	94643
